C11 	C12 	C13 	C14 	C15 	C16 	C22 	C23 	C24 	C25 	C26 	C33 	C34 	C35 	C36 	C44 	C45 	C46 	C55 	C56 	C66
122.6 	51.0 	45.3 	0.0 	-0.6 	0.0 	189.5 	62.2 	0.0 	-7.6 	0.0 	222.1 	0.0 	-30.0 	0.0 	71.4 	0.0 	5.5 	46.9 	0.0 	46.2 	
122.6 	52.3 	45.8 	0.0 	-0.6 	0.0 	188.5 	61.3 	0.0 	-7.5 	0.0 	222.9 	0.0 	-30.1 	0.0 	71.7 	0.0 	5.4 	46.6 	0.0 	46.0 	
123.0 	51.4 	45.3 	0.0 	-0.9 	0.0 	188.6 	62.3 	0.0 	-7.0 	0.0 	223.1 	0.0 	-29.8 	0.0 	71.7 	0.0 	5.6 	46.8 	0.0 	46.2 	
123.4 	51.4 	45.8 	0.0 	-0.5 	0.0 	191.0 	62.8 	0.0 	-7.1 	0.0 	223.0 	0.0 	-29.9 	0.0 	71.3 	0.0 	5.3 	46.6 	0.0 	46.2 	
122.8 	51.7 	46.3 	0.0 	-0.8 	0.0 	188.9 	62.1 	0.0 	-6.6 	0.0 	223.9 	0.0 	-30.1 	0.0 	71.5 	0.0 	5.4 	47.0 	0.0 	46.3 	
122.5 	51.4 	46.3 	0.0 	-0.9 	0.0 	189.3 	61.7 	0.0 	-6.8 	0.0 	223.4 	0.0 	-30.2 	0.0 	71.5 	0.0 	5.4 	47.0 	0.0 	46.2 	
122.5 	51.0 	46.1 	0.0 	-0.4 	0.0 	190.1 	62.6 	0.0 	-6.3 	0.0 	222.9 	0.0 	-30.0 	0.0 	71.4 	0.0 	5.5 	46.7 	0.0 	46.3 	
122.8 	52.1 	46.0 	0.0 	-0.5 	0.0 	188.4 	62.3 	0.0 	-7.4 	0.0 	223.3 	0.0 	-30.2 	0.0 	71.7 	0.0 	5.7 	46.3 	0.0 	46.3 	
122.2 	52.2 	46.3 	0.0 	-0.7 	0.0 	190.9 	62.8 	0.0 	-7.6 	0.0 	222.1 	0.0 	-29.9 	0.0 	71.4 	0.0 	5.6 	46.7 	0.0 	46.6 	
123.1 	52.1 	46.2 	0.0 	-0.5 	0.0 	188.7 	62.0 	0.0 	-7.4 	0.0 	222.3 	0.0 	-29.9 	0.0 	71.3 	0.0 	5.6 	46.9 	0.0 	45.8 	
123.5 	52.2 	45.1 	0.0 	-0.7 	0.0 	189.9 	62.6 	0.0 	-6.4 	0.0 	223.0 	0.0 	-29.7 	0.0 	71.8 	0.0 	5.5 	46.9 	0.0 	46.0 	
122.5 	52.6 	46.3 	0.0 	-0.7 	0.0 	189.8 	62.2 	0.0 	-7.1 	0.0 	222.4 	0.0 	-30.0 	0.0 	71.6 	0.0 	5.5 	46.6 	0.0 	46.5 	
123.6 	52.3 	45.5 	0.0 	-0.6 	0.0 	189.7 	61.7 	0.0 	-6.8 	0.0 	222.2 	0.0 	-29.9 	0.0 	71.5 	0.0 	5.7 	47.0 	0.0 	46.0 	
122.9 	51.9 	45.5 	0.0 	-0.7 	0.0 	190.0 	61.9 	0.0 	-7.6 	0.0 	222.2 	0.0 	-29.8 	0.0 	71.3 	0.0 	5.4 	46.6 	0.0 	46.2 	
122.7 	52.0 	45.4 	0.0 	-0.5 	0.0 	189.4 	62.1 	0.0 	-6.6 	0.0 	222.8 	0.0 	-30.2 	0.0 	72.1 	0.0 	5.0 	46.5 	0.0 	46.4 	
122.7 	51.7 	45.8 	0.0 	-0.6 	0.0 	189.8 	61.9 	0.0 	-6.8 	0.0 	222.3 	0.0 	-30.0 	0.0 	71.6 	0.0 	5.3 	46.9 	0.0 	46.2 	
122.4 	51.3 	45.8 	0.0 	-0.6 	0.0 	189.1 	62.2 	0.0 	-6.9 	0.0 	222.9 	0.0 	-30.4 	0.0 	71.4 	0.0 	5.4 	46.8 	0.0 	46.0 	
123.1 	51.5 	46.1 	0.0 	-0.8 	0.0 	189.3 	61.3 	0.0 	-6.7 	0.0 	221.9 	0.0 	-29.7 	0.0 	71.4 	0.0 	5.4 	46.7 	0.0 	46.3 	
122.8 	52.3 	46.5 	0.0 	-0.5 	0.0 	190.0 	61.8 	0.0 	-7.1 	0.0 	222.2 	0.0 	-29.8 	0.0 	71.3 	0.0 	5.2 	46.9 	0.0 	45.7 	
122.5 	52.1 	46.0 	0.0 	-0.6 	0.0 	189.0 	63.2 	0.0 	-7.5 	0.0 	222.3 	0.0 	-30.0 	0.0 	71.6 	0.0 	5.6 	46.9 	0.0 	46.1 	
123.0 	51.3 	45.4 	0.0 	-0.7 	0.0 	189.2 	63.3 	0.0 	-7.1 	0.0 	223.4 	0.0 	-30.0 	0.0 	71.4 	0.0 	5.5 	46.7 	0.0 	46.0 	
122.6 	51.7 	46.1 	0.0 	-0.6 	0.0 	188.1 	62.6 	0.0 	-6.7 	0.0 	222.8 	0.0 	-30.1 	0.0 	71.4 	0.0 	5.5 	47.1 	0.0 	46.0 	
122.6 	52.0 	45.0 	0.0 	-0.8 	0.0 	189.6 	62.6 	0.0 	-6.7 	0.0 	223.2 	0.0 	-29.7 	0.0 	71.6 	0.0 	5.0 	46.8 	0.0 	46.2 	
123.7 	52.6 	45.9 	0.0 	-0.7 	0.0 	189.4 	61.3 	0.0 	-5.4 	0.0 	222.2 	0.0 	-29.9 	0.0 	71.3 	0.0 	5.2 	46.9 	0.0 	46.2 	
123.8 	51.7 	46.1 	0.0 	-0.8 	0.0 	189.0 	62.0 	0.0 	-7.1 	0.0 	222.1 	0.0 	-29.6 	0.0 	71.7 	0.0 	5.3 	46.8 	0.0 	46.4 	
122.9 	51.9 	45.5 	0.0 	-0.8 	0.0 	189.4 	61.6 	0.0 	-7.0 	0.0 	223.3 	0.0 	-30.1 	0.0 	71.5 	0.0 	5.4 	46.8 	0.0 	46.3 	
123.1 	52.1 	46.5 	0.0 	-0.7 	0.0 	189.6 	62.3 	0.0 	-6.7 	0.0 	222.7 	0.0 	-29.9 	0.0 	71.5 	0.0 	5.6 	46.7 	0.0 	46.2 	
122.8 	52.9 	45.8 	0.0 	-0.7 	0.0 	189.4 	63.2 	0.0 	-7.7 	0.0 	223.0 	0.0 	-30.1 	0.0 	71.8 	0.0 	5.3 	47.0 	0.0 	46.4 	
122.3 	51.0 	45.8 	0.0 	-0.8 	0.0 	188.2 	62.2 	0.0 	-7.2 	0.0 	221.7 	0.0 	-29.7 	0.0 	71.4 	0.0 	5.7 	46.6 	0.0 	45.9 	
