 0.06343  0.04944  0.00004  0.00182  0.00004  0.01210      233.37     72.6715    -18.5172    -3.02979    -26.5515 
 0.06354  0.04388  0.00000  0.00887  0.00302  0.00776     233.404     72.6817    -18.0436    -2.18519    -29.8527 
 0.06448  0.04834  0.00013  0.00846  0.00064  0.00691     233.377     72.6734    -18.7737    -3.03719    -26.2864 
 0.03872  0.02388  0.00000  0.00263  0.00178  0.01043     233.327     72.6583    -10.4767    -2.30284    -11.6013 
 0.03877  0.01995  0.00181  0.01110  0.00022  0.00568     233.345     72.6638     9.98774     1.81705     9.58304 
 0.05091  0.03892  0.00014  0.00547  0.00211  0.00427     233.434     72.6908    -14.8724    -2.05234    -22.8454 
 0.06108  0.05133  0.00022  0.00201  0.00423  0.00329     233.676     72.7649     -17.942    -1.86274    -31.2229 
 0.08112  0.06704  0.00003  0.00697  0.00003  0.00705     233.671     72.7645     -24.048    -3.34946    -37.0857 
 0.05342  0.03698  0.00048  0.00265  0.00016  0.01316     233.482     72.7062    -15.1372    -2.06017    -24.3458 
 0.03015  0.01542  0.00046  0.00069  0.01069  0.00288     233.394     72.6788      7.5321     1.88188     7.18602 
 0.04024  0.02521  0.00001  0.00820  0.00011  0.00671     233.354     72.6664    -11.0684    -2.19576     -13.521 
 0.05914  0.04830  0.00000  0.00231  0.00099  0.00754     233.336      72.661    -17.4417    -2.80179    -24.8873 
 0.05596  0.04569  0.00011  0.00239  0.00223  0.00554     233.359      72.668    -16.3979    -2.79203    -23.2968 
 0.05922  0.04765  0.00015  0.00108  0.00694  0.00341     233.433     72.6907     -17.309    -3.12052    -23.4837 
 0.03981  0.02709  0.00000  0.00441  0.00070  0.00760     233.364     72.6697    -11.2583    -1.29551    -18.8369 
 0.04409  0.03125  0.00001  0.00640  0.00031  0.00612     233.351     72.6657    -12.0006    -3.09462    -11.1055 
 0.04744  0.03284  0.00002  0.01047  0.00038  0.00372     233.448     72.6956    -13.2103     -2.9385     -14.414 
 0.05516  0.04233  0.00013  0.00465  0.00312  0.00493     233.641     72.7542    -16.0161    -1.96482    -26.4819 
 0.02964  0.01213  0.00018  0.00889  0.00068  0.00777     234.578     73.0402    -6.68745    -1.88641    -5.51116 
 0.03914  0.02332  0.00023  0.01180  0.00042  0.00337      233.35     72.6653    -9.97085    -2.71472    -7.45129 
 0.03722  0.01829  0.00113  0.00453  0.00533  0.00793     233.348     72.6646     9.44694     1.72004     9.09165 
 0.06716  0.05840  0.00118  0.00389  0.00194  0.00175     233.782     72.7976    -19.7147    -1.91076    -35.2942 
 0.04380  0.03187  0.00000  0.00499  0.00209  0.00484     233.472     72.7023     -12.334    -2.74172    -13.4952 
 0.04175  0.02289  0.00015  0.00924  0.00191  0.00756     233.505     72.7135    -10.7184   -0.743712    -21.1646 
 0.03254  0.02430  0.00021  0.00176  0.00217  0.00410      233.38     72.6744     9.13204     2.04366     8.37723 
 0.05126  0.03546  0.00000  0.01060  0.00013  0.00506     233.361     72.6687    -14.5427    -2.72475    -18.4467 
 0.06129  0.04791  0.00001  0.00686  0.00018  0.00633     233.336     72.6609    -17.9326    -3.06998    -24.3659 
 0.04540  0.03670  0.00000  0.00370  0.00192  0.00307     233.335     72.6607    -12.9166    -3.03533     -13.429 
 0.05668  0.04732  0.00002  0.00108  0.00103  0.00723     233.327     72.6582    -16.4777    -3.44828    -19.6023 
 0.06551  0.05470  0.00002  0.00379  0.00031  0.00670      233.33     72.6593    -19.3137    -3.44561    -25.8303 
 0.06000  0.05116  0.00001  0.00288  0.00009  0.00585     233.336      72.661    -17.6065    -3.47512    -21.8569 
 0.05773  0.04610  0.00000  0.00277  0.00143  0.00743     233.477     72.7041    -16.6609    -3.51947    -19.6554 
 0.08543  0.06515  0.00004  0.01150  0.00131  0.00744     234.327     72.9646    -24.9934     -3.0496    -40.8432 
 0.08099  0.06483  0.00004  0.01083  0.00049  0.00479      233.81     72.8059    -23.9247    -3.35252    -36.6304 
 0.04606  0.03923  0.00005  0.00163  0.00049  0.00466     233.623     72.7486    -13.4696    -2.78986    -15.6609 
 0.03193  0.01722  0.00007  0.00790  0.00278  0.00395     233.804     72.8051    -8.01872    -2.13697    -7.36799 
 0.06101  0.05073  0.00002  0.00284  0.00051  0.00691      233.36     72.6685    -17.8578     -3.4653    -22.7005 
 0.08402  0.06872  0.00004  0.01146  0.00007  0.00374      233.46      72.699    -24.8624     -3.5567    -37.7943 
 0.03729  0.02710  0.00038  0.00128  0.00146  0.00708     233.748     72.7866    -10.7902    -1.77144    -14.9136 
 0.05437  0.02765  0.00000  0.01006  0.00165  0.01502     233.941     72.8467    -14.0906    -2.63706    -18.8174 
 0.05161  0.03419  0.00000  0.00804  0.00152  0.00785     233.355     72.6667    -14.4714    -2.77678    -17.7543 
 0.04966  0.03130  0.00001  0.00904  0.00054  0.00876     233.351     72.6658    -13.8659     -2.3205    -18.7574 
 0.03360  0.01604  0.00078  0.01079  0.00015  0.00583     233.715     72.7764     8.66757     1.34868     10.1469 
 0.04638  0.03349  0.00000  0.00409  0.00056  0.00824     233.525     72.7186    -13.3021    -2.46592    -17.0603 
 0.02623  0.01433  0.00002  0.00264  0.00334  0.00590      233.49     72.7081     6.95619     1.34873      7.7477 
 0.04618  0.02476  0.00001  0.01359  0.00204  0.00578     233.416     72.6854     11.8006      2.5592     9.95305 
 0.08007  0.05863  0.00002  0.01632  0.00007  0.00503     233.422     72.6874    -23.2218    -3.03496    -36.5338 
 0.07454  0.05779  0.00003  0.00991  0.00024  0.00656      233.35     72.6654    -21.8387    -3.11876    -33.1742 
 0.05486  0.04406  0.00000  0.00469  0.00015  0.00595     233.328     72.6585    -15.9754     -3.1176    -19.8646 
 0.05339  0.04527  0.00002  0.00557  0.00007  0.00247     233.323      72.657    -15.4333    -3.43235    -17.3321 
 0.06891  0.05609  0.00003  0.00690  0.00026  0.00563     233.335     72.6607     -20.298     -3.3633    -28.5425 
 0.07120  0.05675  0.00000  0.01054  0.00026  0.00365     233.332     72.6599     -20.973    -3.20459    -30.5731 
 0.07440  0.05914  0.00000  0.01251  0.00014  0.00261     233.344     72.6635    -21.9238    -3.24707    -32.4404 
 0.07434  0.05957  0.00000  0.01140  0.00023  0.00313     233.347     72.6643    -21.9198    -3.34403     -32.018 
 0.06524  0.05433  0.00001  0.00314  0.00032  0.00745     233.331     72.6594    -19.2297    -3.35883    -26.2834 
 0.04980  0.04590  0.00000  0.00037  0.00071  0.00282     233.352     72.6659    -14.2097    -3.57826    -14.1996 
 0.06110  0.04824  0.00009  0.00052  0.00963  0.00262     233.666     72.7621    -17.8848    -2.91716    -25.8052 
 0.04925  0.04396  0.00001  0.00038  0.00017  0.00473     233.506     72.7129    -14.4874    -2.94557    -17.5692 
 0.05261  0.04362  0.00000  0.00371  0.00389  0.00140     233.349     72.6649    -15.0097    -3.55444    -16.0298 
 0.07889  0.06219  0.00004  0.01258  0.00012  0.00396     233.418     72.6864    -23.2134    -3.31282    -35.1552 
 0.04270  0.02418  0.00000  0.00915  0.00007  0.00929     233.366     72.6702    -11.5242    -2.09573    -14.3015 
 0.05213  0.03329  0.00002  0.01082  0.00011  0.00788      233.35     72.6652    -14.4859    -2.78351    -17.4891 
 0.04835  0.02794  0.00023  0.00139  0.00321  0.01557     233.353     72.6664    -12.7597    -2.91275    -14.2769 
 0.05436  0.04431  0.00000  0.00439  0.00064  0.00501     233.322     72.6567    -15.5496    -3.56733    -17.0553 
 0.07440  0.05899  0.00005  0.00829  0.00006  0.00702     233.394      72.679    -21.8737    -3.46581    -31.4464 
 0.06199  0.04805  0.00010  0.00120  0.00934  0.00331     233.741     72.7856    -18.0891    -2.93774    -26.2046 
 0.03990  0.02725  0.00011  0.00248  0.00127  0.00878     233.592     72.7392    -11.1983    -1.36801    -19.0099 
 0.08018  0.06409  0.00000  0.00661  0.00136  0.00812     233.573     72.7337     -23.603    -3.25776    -36.7532 
 0.05485  0.03686  0.00002  0.01110  0.00021  0.00667     233.368      72.671    -15.5516    -2.71452    -20.3576 
 0.07412  0.05448  0.00005  0.01554  0.00013  0.00392     233.388     72.6772    -21.5383    -3.32781    -30.9125 
 0.04883  0.02451  0.00005  0.01566  0.00124  0.00737     233.517     72.7161    -12.7282     -2.2022    -16.5941 
 0.05636  0.04085  0.00001  0.00843  0.00037  0.00670     233.542     72.7239    -16.2703    -2.76089    -22.1069 
 0.03831  0.01812  0.00003  0.01218  0.00047  0.00751      233.41     72.6835    -9.70418    -1.85953    -11.6964 
 0.06221  0.04177  0.00003  0.01579  0.00008  0.00455     233.423     72.6878    -17.7252    -2.63327    -25.7992 
 0.08451  0.06651  0.00004  0.01405  0.00012  0.00379     233.401     72.6811    -24.8034    -3.20375    -39.5746 
 0.07904  0.06046  0.00004  0.01369  0.00017  0.00468     233.388      72.677    -23.1338    -3.25412      -35.22 
 0.07255  0.05752  0.00002  0.00857  0.00025  0.00618     233.338     72.6615    -21.3109     -2.9089    -33.2058 
 0.04052  0.03566  0.00002  0.00127  0.00028  0.00327     233.323     72.6569    -11.6578    -2.74008    -12.1551 
 0.06210  0.04973  0.00001  0.00391  0.00003  0.00841     233.322     72.6566    -18.1045     -3.4467    -23.2187 
 0.07195  0.05730  0.00001  0.01003  0.00028  0.00433     233.321     72.6565      -21.17    -3.36501     -30.252 
 0.07536  0.05773  0.00001  0.01464  0.00005  0.00292     233.329      72.659     -22.059    -3.35973    -32.1114 
 0.07445  0.05573  0.00003  0.01545  0.00003  0.00321     233.334     72.6604    -21.6997    -3.36112    -31.1969 
 0.07523  0.05708  0.00004  0.01432  0.00004  0.00375     233.351     72.6656    -21.9841    -3.40018    -31.6806 
 0.07554  0.05873  0.00004  0.01107  0.00020  0.00549     233.381     72.6747    -22.1572    -3.46738    -31.8917 
 0.06324  0.04861  0.00001  0.00573  0.00111  0.00778     233.366     72.6702     -18.315    -3.50104    -23.2136 
 0.05707  0.04654  0.00004  0.00309  0.00017  0.00723     233.356      72.667    -16.5297    -3.46321    -19.7134 
 0.04721  0.04503  0.00003  0.00072  0.00026  0.00117     233.324     72.6573    -13.4072    -3.48122    -12.9281 
 0.06846  0.05453  0.00007  0.00493  0.00034  0.00859     233.523     72.7182    -20.0837    -3.45427    -27.5876 
