C11 	C12 	C13 	C14 	C15 	C16 	C22 	C23 	C24 	C25 	C26 	C33 	C34 	C35 	C36 	C44 	C45 	C46 	C55 	C56 	C66
132.3 	62.5 	54.4 	9.4 	5.3 	-10.9 	197.9 	32.9 	7.5 	3.7 	-8.0 	161.8 	7.3 	0.4 	2.0 	24.6 	3.1 	-2.1 	36.6 	5.2 	35.8 	
132.5 	67.5 	55.3 	9.6 	5.0 	-10.2 	200.6 	32.3 	8.4 	3.0 	-7.3 	159.2 	6.7 	0.7 	2.6 	24.6 	3.0 	-2.1 	36.5 	5.2 	35.9 	
131.4 	65.5 	56.1 	9.3 	5.7 	-10.6 	196.5 	30.3 	7.5 	3.6 	-7.0 	163.1 	6.4 	1.2 	1.8 	24.6 	3.0 	-2.2 	36.6 	5.1 	35.9 	
134.5 	66.0 	52.8 	9.4 	5.3 	-11.1 	204.3 	30.9 	7.3 	3.7 	-7.8 	161.3 	6.7 	0.5 	1.9 	24.5 	3.0 	-2.2 	36.5 	5.3 	36.1 	
131.1 	65.5 	55.8 	10.0 	5.0 	-10.4 	199.3 	34.2 	7.5 	3.1 	-7.7 	163.6 	6.2 	-0.1 	0.4 	24.7 	2.9 	-2.2 	36.5 	5.3 	35.8 	
130.7 	63.2 	54.3 	9.3 	5.4 	-10.4 	198.2 	30.5 	8.0 	3.7 	-6.9 	162.1 	6.3 	0.6 	1.9 	24.6 	3.0 	-2.2 	36.5 	5.2 	35.9 	
134.1 	65.4 	55.1 	9.5 	4.8 	-11.1 	199.5 	33.1 	7.3 	3.3 	-7.1 	165.3 	6.9 	-0.2 	1.8 	24.6 	3.0 	-2.2 	36.4 	5.0 	35.9 	
133.5 	64.7 	54.8 	9.7 	5.6 	-11.1 	200.0 	30.2 	8.1 	3.9 	-7.4 	162.9 	6.4 	0.4 	1.9 	24.6 	3.0 	-2.1 	36.8 	5.1 	36.0 	
132.8 	66.1 	55.3 	9.9 	4.7 	-10.5 	201.8 	30.8 	7.2 	4.2 	-6.2 	164.2 	6.8 	0.5 	1.6 	24.6 	2.9 	-2.2 	36.7 	5.1 	35.9 	
131.1 	66.0 	56.4 	9.5 	5.4 	-10.6 	202.0 	28.6 	7.3 	3.2 	-6.5 	162.6 	6.7 	-0.0 	1.8 	24.6 	3.0 	-2.2 	36.5 	5.2 	35.6 	
131.7 	65.3 	53.1 	9.4 	5.3 	-11.0 	201.2 	36.2 	7.7 	3.0 	-7.0 	159.6 	6.0 	0.4 	1.8 	24.6 	2.9 	-2.2 	36.7 	5.3 	35.9 	
131.5 	66.2 	52.4 	9.8 	4.6 	-10.7 	203.4 	33.3 	7.4 	3.5 	-6.9 	164.0 	6.9 	0.0 	1.5 	24.6 	3.0 	-2.2 	36.6 	5.1 	36.1 	
131.5 	63.5 	53.9 	9.8 	5.5 	-11.0 	201.2 	32.1 	7.5 	3.5 	-7.6 	164.6 	6.8 	0.1 	2.4 	24.7 	2.9 	-2.2 	36.6 	5.2 	36.3 	
132.5 	61.9 	52.4 	9.7 	4.5 	-11.3 	201.2 	30.1 	7.4 	4.1 	-6.8 	164.3 	6.6 	-0.2 	2.1 	24.6 	3.1 	-2.1 	36.6 	5.1 	35.9 	
133.4 	67.1 	57.7 	9.3 	5.5 	-11.0 	198.6 	30.2 	7.5 	3.2 	-9.6 	164.1 	7.1 	-0.0 	2.2 	24.6 	3.0 	-2.3 	36.5 	5.1 	36.1 	
130.2 	64.1 	53.3 	9.5 	5.3 	-10.3 	203.7 	30.6 	7.3 	3.5 	-8.1 	164.5 	6.3 	1.3 	1.4 	24.6 	3.0 	-2.2 	36.6 	5.2 	35.9 	
134.4 	63.4 	55.0 	9.6 	5.8 	-11.3 	198.5 	29.9 	7.7 	3.7 	-7.0 	162.5 	6.1 	0.6 	2.3 	24.5 	3.0 	-2.2 	36.5 	5.1 	35.9 	
132.8 	65.7 	55.0 	9.2 	5.6 	-11.1 	195.6 	32.7 	7.7 	4.0 	-7.6 	164.9 	6.2 	0.3 	1.2 	24.6 	2.9 	-2.2 	36.6 	5.1 	36.1 	
132.9 	64.5 	54.0 	9.8 	5.5 	-10.3 	200.3 	34.2 	7.5 	3.6 	-7.0 	165.1 	6.0 	0.3 	1.7 	24.7 	3.0 	-2.2 	36.6 	5.0 	36.0 	
129.5 	59.5 	56.0 	9.2 	5.0 	-10.8 	197.6 	32.0 	7.0 	2.9 	-6.7 	162.0 	7.0 	0.9 	2.2 	24.6 	3.1 	-2.3 	36.7 	5.2 	36.0 	
132.2 	64.4 	55.6 	9.5 	4.5 	-10.9 	199.5 	29.9 	7.1 	3.5 	-6.0 	167.8 	6.5 	0.6 	0.6 	24.6 	3.1 	-2.2 	36.4 	5.2 	36.0 	
133.9 	62.3 	54.0 	9.2 	5.0 	-11.2 	201.4 	31.4 	7.4 	3.2 	-7.6 	164.0 	6.8 	0.8 	1.9 	24.6 	3.0 	-2.2 	36.6 	5.1 	36.0 	
131.8 	64.8 	57.5 	9.4 	5.0 	-10.3 	203.8 	28.0 	7.9 	3.1 	-7.2 	162.9 	6.6 	0.0 	1.0 	24.6 	3.0 	-2.2 	36.5 	5.3 	35.9 	
133.5 	67.7 	55.5 	9.5 	4.9 	-10.7 	195.7 	30.1 	6.9 	3.5 	-7.4 	164.2 	7.0 	1.5 	1.3 	24.6 	3.1 	-2.2 	36.6 	5.2 	36.2 	
129.8 	64.4 	54.8 	9.8 	4.9 	-10.7 	202.1 	34.6 	8.0 	3.4 	-7.4 	165.8 	6.9 	0.6 	2.0 	24.5 	3.0 	-2.1 	36.6 	5.2 	35.9 	
130.4 	64.6 	54.6 	9.7 	5.4 	-10.3 	198.2 	32.0 	7.6 	3.9 	-6.7 	166.6 	7.0 	0.9 	1.5 	24.5 	3.1 	-2.2 	36.5 	5.2 	36.0 	
130.0 	63.8 	57.0 	9.7 	5.5 	-11.1 	201.6 	35.4 	7.3 	3.8 	-7.6 	161.3 	6.6 	0.7 	1.9 	24.5 	3.1 	-2.3 	36.7 	5.2 	35.9 	
132.6 	64.4 	54.6 	10.0 	5.2 	-10.9 	195.1 	27.5 	7.7 	3.7 	-7.7 	164.2 	6.9 	0.6 	0.9 	24.6 	3.0 	-2.2 	36.6 	5.4 	36.3 	
131.8 	65.1 	54.4 	9.4 	5.3 	-10.4 	204.9 	30.6 	7.5 	3.6 	-7.4 	163.1 	6.3 	0.8 	2.1 	24.6 	3.0 	-2.3 	36.7 	5.3 	36.1 	
133.6 	60.2 	54.0 	9.6 	5.2 	-11.0 	199.3 	31.5 	7.3 	4.2 	-7.9 	160.9 	6.7 	0.4 	1.7 	24.5 	3.0 	-2.2 	36.7 	5.0 	36.1 	
133.5 	63.0 	52.2 	9.4 	4.7 	-10.4 	201.9 	32.9 	7.4 	3.8 	-6.8 	166.7 	7.0 	0.4 	2.1 	24.7 	3.0 	-2.2 	36.6 	5.1 	36.1 	
129.8 	62.9 	56.1 	9.4 	4.7 	-10.8 	198.7 	32.1 	7.2 	3.6 	-7.9 	164.6 	6.5 	-0.1 	1.5 	24.6 	3.1 	-2.2 	36.7 	5.1 	35.9 	
133.6 	63.8 	53.6 	9.4 	5.5 	-11.9 	200.6 	32.4 	7.6 	3.9 	-8.3 	165.8 	6.6 	1.1 	2.4 	24.6 	3.0 	-2.2 	36.6 	5.2 	36.0 	
129.6 	65.1 	56.5 	9.2 	5.2 	-10.4 	204.0 	31.2 	7.6 	3.4 	-6.9 	163.5 	6.3 	0.4 	2.2 	24.6 	3.0 	-2.2 	36.6 	5.3 	35.9 	
131.9 	64.7 	57.5 	9.3 	5.4 	-10.3 	192.4 	32.0 	7.7 	3.9 	-7.1 	166.3 	6.7 	0.4 	1.9 	24.6 	3.0 	-2.2 	36.6 	5.0 	36.0 	
133.4 	65.3 	56.0 	9.3 	4.8 	-11.0 	194.3 	32.5 	7.6 	3.4 	-8.3 	163.0 	5.8 	-0.4 	1.8 	24.7 	3.0 	-2.2 	36.6 	5.2 	36.3 	
134.2 	65.7 	56.0 	9.6 	4.9 	-10.3 	205.8 	32.3 	7.4 	2.7 	-7.5 	161.0 	6.7 	1.2 	1.9 	24.6 	3.0 	-2.2 	36.5 	5.1 	36.0 	
130.1 	63.6 	56.9 	9.3 	4.8 	-10.9 	199.6 	30.4 	7.2 	3.7 	-8.3 	164.7 	6.4 	-0.2 	1.5 	24.6 	3.0 	-2.2 	36.7 	5.3 	36.0 	
131.7 	64.1 	56.8 	9.1 	5.3 	-11.1 	205.8 	31.1 	7.7 	4.0 	-6.5 	162.3 	6.2 	0.6 	1.9 	24.6 	3.1 	-2.2 	36.6 	5.3 	36.0 	
131.7 	63.8 	52.9 	9.4 	5.1 	-11.2 	196.6 	29.3 	7.4 	4.0 	-6.2 	167.2 	7.1 	0.1 	1.2 	24.6 	3.0 	-2.2 	36.6 	5.1 	35.8 	
132.5 	64.9 	53.8 	9.4 	5.1 	-10.5 	203.7 	31.5 	8.3 	3.6 	-7.1 	164.0 	6.3 	1.3 	1.8 	24.6 	3.0 	-2.2 	36.5 	5.2 	36.0 	
133.7 	63.0 	54.6 	9.6 	5.0 	-11.3 	202.5 	33.1 	7.7 	2.6 	-6.6 	167.2 	6.3 	0.6 	0.9 	24.6 	3.0 	-2.1 	36.6 	5.3 	35.9 	
132.0 	60.8 	52.5 	9.4 	5.2 	-10.2 	198.8 	34.2 	7.3 	3.2 	-7.5 	166.4 	6.2 	0.5 	1.4 	24.5 	3.0 	-2.2 	36.6 	5.3 	36.1 	
131.9 	61.8 	55.6 	9.5 	5.3 	-10.3 	198.5 	29.6 	7.8 	3.4 	-7.1 	164.2 	6.5 	0.5 	1.4 	24.5 	3.0 	-2.3 	36.5 	5.3 	36.0 	
132.7 	63.7 	56.5 	9.2 	5.4 	-10.7 	200.3 	30.5 	7.5 	3.2 	-6.8 	162.9 	6.5 	0.5 	2.2 	24.6 	3.0 	-2.1 	36.5 	5.2 	35.9 	
132.1 	63.3 	56.9 	9.3 	4.9 	-10.6 	202.6 	31.9 	7.1 	3.6 	-6.6 	166.1 	7.0 	0.8 	1.6 	24.5 	3.0 	-2.2 	36.6 	5.0 	35.7 	
130.7 	64.5 	58.3 	9.9 	4.6 	-11.0 	198.4 	31.5 	7.7 	3.1 	-7.1 	161.7 	6.0 	0.2 	1.3 	24.5 	3.0 	-2.3 	36.5 	5.2 	35.7 	
132.9 	64.6 	54.9 	9.5 	5.3 	-10.8 	195.8 	32.2 	7.9 	3.2 	-8.0 	160.2 	6.2 	0.6 	1.5 	24.6 	3.0 	-2.2 	36.6 	5.3 	36.2 	
131.8 	65.3 	54.4 	9.4 	4.9 	-10.6 	204.6 	30.9 	7.8 	2.8 	-6.2 	165.2 	6.2 	-0.2 	2.1 	24.6 	2.9 	-2.1 	36.7 	5.3 	35.8 	
135.2 	61.1 	56.1 	9.7 	5.5 	-10.6 	199.1 	33.5 	7.5 	3.3 	-7.2 	162.8 	7.0 	-0.1 	1.4 	24.5 	3.0 	-2.2 	36.5 	5.1 	35.6 	
130.7 	62.6 	55.4 	9.3 	5.3 	-10.3 	197.0 	32.1 	6.8 	4.2 	-8.3 	162.7 	6.7 	1.1 	1.9 	24.6 	3.1 	-2.3 	36.6 	5.2 	36.1 	
131.7 	64.0 	58.1 	9.6 	5.4 	-10.4 	200.3 	27.8 	7.4 	3.1 	-7.6 	164.3 	6.9 	0.6 	1.5 	24.5 	3.1 	-2.2 	36.5 	5.4 	36.0 	
133.0 	64.5 	55.9 	9.3 	4.6 	-10.7 	199.7 	31.8 	7.8 	3.0 	-6.6 	163.0 	6.5 	1.2 	1.6 	24.6 	3.0 	-2.2 	36.6 	5.0 	35.9 	
131.9 	63.4 	55.2 	9.5 	5.3 	-11.0 	201.2 	34.3 	7.6 	3.1 	-6.8 	164.7 	6.4 	0.9 	1.5 	24.6 	3.0 	-2.2 	36.5 	5.1 	35.8 	
131.3 	63.7 	55.7 	9.2 	5.4 	-10.8 	199.7 	31.2 	7.5 	3.9 	-6.9 	164.7 	6.2 	0.3 	1.5 	24.6 	3.0 	-2.2 	36.5 	5.1 	35.9 	
132.4 	65.5 	56.8 	9.3 	5.9 	-10.7 	196.8 	29.5 	7.7 	3.5 	-6.7 	169.3 	6.6 	0.3 	1.6 	24.6 	2.9 	-2.2 	36.5 	5.2 	36.1 	
131.8 	64.4 	55.8 	9.3 	5.5 	-10.6 	203.5 	32.2 	7.2 	3.5 	-7.7 	163.1 	6.6 	0.0 	1.4 	24.7 	3.0 	-2.2 	36.6 	5.3 	35.9 	
134.2 	66.3 	55.2 	9.5 	5.3 	-11.4 	202.4 	30.6 	7.4 	3.6 	-8.1 	161.8 	6.4 	0.4 	1.0 	24.6 	3.0 	-2.2 	36.7 	5.2 	36.0 	
133.2 	60.7 	55.6 	10.0 	4.5 	-10.9 	198.1 	30.0 	7.3 	4.0 	-7.2 	160.5 	6.7 	0.5 	1.7 	24.6 	2.9 	-2.1 	36.7 	5.2 	36.0 	
132.9 	62.2 	56.0 	9.7 	5.3 	-10.4 	199.5 	31.7 	7.0 	3.7 	-7.9 	164.2 	6.8 	0.8 	1.7 	24.6 	3.0 	-2.2 	36.6 	5.2 	35.9 	
135.7 	63.2 	55.6 	9.4 	4.9 	-10.8 	201.9 	29.2 	7.6 	3.5 	-7.8 	161.1 	6.8 	0.8 	2.4 	24.5 	3.0 	-2.2 	36.5 	5.1 	36.3 	
134.2 	65.0 	54.3 	9.2 	5.6 	-10.4 	201.3 	30.7 	7.0 	3.7 	-7.1 	162.2 	6.6 	0.6 	1.4 	24.6 	3.0 	-2.2 	36.7 	5.1 	36.3 	
134.8 	62.5 	54.5 	9.4 	4.6 	-10.7 	201.6 	32.9 	7.8 	3.6 	-7.7 	162.8 	5.8 	0.9 	2.1 	24.6 	3.0 	-2.2 	36.6 	5.1 	36.0 	
130.8 	66.8 	54.1 	9.7 	5.3 	-10.3 	199.7 	33.5 	7.5 	2.8 	-6.9 	165.9 	6.5 	0.9 	1.8 	24.6 	3.1 	-2.4 	36.6 	5.2 	35.9 	
132.3 	64.8 	57.4 	9.4 	5.0 	-10.7 	204.8 	32.7 	7.3 	5.1 	-7.2 	165.6 	6.4 	-0.5 	2.6 	24.7 	3.0 	-2.1 	36.6 	5.2 	36.3 	
132.2 	63.4 	54.4 	9.6 	4.6 	-10.5 	201.2 	28.1 	7.4 	3.2 	-7.6 	164.0 	6.3 	-0.4 	1.2 	24.6 	3.0 	-2.2 	36.5 	5.4 	36.1 	
133.4 	65.2 	55.3 	9.6 	5.1 	-10.4 	197.8 	28.5 	7.6 	4.1 	-7.4 	164.2 	6.5 	0.0 	1.2 	24.6 	2.9 	-2.2 	36.5 	5.2 	36.2 	
132.4 	61.0 	54.0 	9.3 	5.4 	-10.9 	201.2 	31.5 	7.6 	4.5 	-7.6 	161.7 	6.6 	0.5 	1.8 	24.6 	3.0 	-2.2 	36.6 	5.3 	35.9 	
130.8 	64.7 	54.3 	9.3 	5.0 	-10.8 	197.9 	31.3 	7.3 	3.8 	-6.3 	163.9 	6.5 	0.3 	1.2 	24.6 	3.1 	-2.2 	36.5 	5.1 	35.9 	
132.6 	65.9 	57.2 	9.3 	4.8 	-10.8 	195.4 	30.8 	8.0 	3.4 	-7.7 	164.6 	6.5 	0.7 	1.2 	24.6 	3.0 	-2.3 	36.8 	5.2 	36.0 	
132.9 	63.0 	55.1 	9.4 	4.7 	-10.9 	201.6 	33.0 	7.6 	3.6 	-5.4 	161.5 	7.2 	0.2 	1.2 	24.6 	2.9 	-2.2 	36.6 	5.2 	35.7 	
133.5 	67.3 	56.6 	9.2 	4.8 	-10.9 	201.2 	30.7 	7.7 	3.6 	-7.1 	163.2 	6.5 	0.3 	2.4 	24.6 	3.0 	-2.3 	36.5 	5.2 	36.0 	
131.1 	61.8 	56.7 	9.3 	4.5 	-10.9 	200.5 	31.5 	7.6 	4.3 	-7.4 	163.1 	5.9 	0.6 	0.9 	24.6 	3.0 	-2.1 	36.7 	5.2 	35.8 	
133.2 	64.0 	55.8 	9.3 	5.0 	-11.0 	201.2 	30.8 	7.1 	3.4 	-7.9 	161.5 	6.5 	0.7 	3.0 	24.7 	2.9 	-2.4 	36.6 	5.3 	36.1 	
131.7 	63.1 	53.5 	9.6 	5.1 	-11.5 	194.2 	28.5 	7.6 	3.4 	-7.0 	164.8 	6.8 	0.4 	2.0 	24.5 	2.9 	-2.2 	36.5 	5.0 	35.8 	
134.3 	66.1 	53.9 	9.6 	4.6 	-10.8 	201.3 	34.7 	7.3 	3.3 	-5.6 	163.3 	6.9 	0.9 	0.9 	24.6 	3.0 	-2.3 	36.6 	5.2 	36.0 	
133.1 	66.6 	56.0 	9.3 	5.1 	-10.9 	196.5 	33.0 	7.8 	3.3 	-6.3 	161.5 	6.8 	0.9 	1.3 	24.6 	3.0 	-2.2 	36.5 	5.0 	36.1 	
131.8 	63.0 	55.4 	9.2 	4.7 	-10.8 	198.7 	34.2 	7.2 	4.3 	-6.3 	162.1 	6.3 	0.4 	1.7 	24.6 	2.9 	-2.1 	36.6 	5.2 	35.8 	
133.0 	66.9 	57.2 	9.0 	5.3 	-10.7 	200.3 	32.7 	7.5 	3.8 	-5.7 	164.8 	7.0 	0.3 	1.2 	24.7 	3.0 	-2.3 	36.7 	5.1 	36.0 	
133.0 	63.1 	56.1 	9.4 	5.0 	-11.2 	199.2 	28.6 	6.9 	4.0 	-7.2 	164.7 	6.4 	0.1 	2.0 	24.6 	3.0 	-2.3 	36.8 	5.3 	36.0 	
135.1 	61.9 	56.7 	9.2 	5.4 	-10.4 	199.4 	30.5 	7.3 	3.1 	-7.1 	159.7 	6.6 	0.6 	1.8 	24.6 	2.9 	-2.2 	36.4 	5.3 	35.8 	
132.2 	62.6 	53.2 	9.6 	5.1 	-11.2 	204.9 	29.8 	7.1 	2.8 	-7.0 	166.4 	6.8 	0.8 	1.4 	24.6 	3.0 	-2.1 	36.5 	5.1 	35.9 	
132.9 	64.7 	55.5 	9.4 	5.5 	-11.4 	203.1 	29.7 	7.4 	4.1 	-7.4 	161.4 	6.4 	0.5 	2.0 	24.6 	3.0 	-2.2 	36.6 	5.3 	36.0 	
133.1 	64.6 	53.3 	9.3 	5.6 	-11.3 	202.0 	31.8 	7.1 	4.0 	-7.6 	165.3 	7.0 	0.4 	1.8 	24.5 	3.0 	-2.2 	36.6 	5.1 	36.0 	
131.0 	63.4 	58.0 	10.1 	4.2 	-10.7 	201.9 	30.3 	7.4 	3.8 	-6.9 	162.3 	6.8 	0.5 	1.8 	24.6 	3.0 	-2.2 	36.5 	5.1 	35.8 	
130.6 	66.3 	54.0 	9.6 	5.7 	-11.2 	202.7 	33.0 	7.6 	3.9 	-8.8 	163.3 	6.7 	0.9 	2.2 	24.6 	3.1 	-2.3 	36.5 	5.1 	35.6 	
131.3 	63.3 	53.7 	9.1 	5.1 	-10.7 	200.5 	30.0 	7.7 	3.8 	-7.0 	163.0 	6.5 	-0.1 	2.6 	24.5 	3.0 	-2.3 	36.7 	5.2 	36.3 	
