C11 	C12 	C13 	C14 	C15 	C16 	C22 	C23 	C24 	C25 	C26 	C33 	C34 	C35 	C36 	C44 	C45 	C46 	C55 	C56 	C66
119.8 	54.0 	48.9 	8.9 	3.1 	-3.0 	190.4 	27.5 	1.5 	6.1 	-10.7 	163.2 	1.0 	1.6 	-8.0 	23.3 	0.8 	0.8 	32.6 	4.5 	35.3 	
120.0 	57.1 	49.3 	9.1 	3.3 	-2.7 	192.9 	27.6 	1.7 	5.7 	-11.2 	162.6 	2.4 	2.1 	-9.4 	23.4 	0.8 	0.9 	33.1 	4.4 	35.0 	
122.8 	54.5 	48.6 	8.9 	3.3 	-3.1 	194.3 	26.0 	2.6 	5.4 	-11.0 	157.8 	1.8 	2.0 	-7.3 	23.2 	0.8 	0.8 	32.7 	4.5 	35.2 	
120.4 	58.2 	47.6 	8.9 	3.5 	-3.4 	191.7 	27.1 	2.9 	5.6 	-9.1 	162.4 	2.1 	2.5 	-8.4 	23.2 	0.9 	0.9 	32.8 	4.4 	35.2 	
119.7 	55.9 	49.3 	8.8 	2.5 	-2.7 	191.4 	24.0 	2.0 	6.2 	-10.3 	164.0 	1.8 	1.1 	-9.1 	23.2 	0.8 	0.9 	32.8 	4.5 	35.2 	
122.3 	58.3 	52.3 	9.4 	3.3 	-3.1 	195.0 	28.0 	1.0 	4.8 	-10.6 	163.3 	0.8 	2.1 	-8.9 	23.2 	0.7 	0.9 	32.7 	4.4 	35.4 	
120.3 	57.0 	50.1 	9.0 	2.9 	-3.1 	185.7 	29.0 	2.3 	5.2 	-9.4 	161.8 	1.9 	2.1 	-7.5 	23.3 	0.8 	1.0 	32.7 	4.4 	35.1 	
121.8 	57.1 	48.8 	9.1 	3.3 	-2.7 	195.2 	22.5 	2.3 	5.1 	-8.4 	161.9 	1.1 	1.7 	-8.5 	23.4 	0.9 	0.9 	33.1 	4.5 	35.1 	
119.9 	58.3 	49.5 	9.1 	2.7 	-2.9 	195.2 	28.1 	2.1 	5.4 	-8.8 	159.8 	1.6 	1.4 	-8.3 	23.3 	0.8 	1.0 	32.5 	4.4 	34.8 	
120.2 	55.9 	49.1 	9.3 	3.0 	-3.2 	190.7 	27.3 	1.4 	5.8 	-9.7 	165.4 	1.3 	2.0 	-7.7 	23.3 	0.8 	0.8 	33.1 	4.5 	35.3 	
119.0 	55.1 	48.9 	9.4 	3.2 	-2.6 	194.7 	22.8 	2.4 	6.0 	-10.6 	164.4 	1.1 	1.5 	-8.9 	23.3 	0.8 	1.0 	33.0 	4.5 	35.0 	
120.4 	55.9 	48.3 	9.3 	3.6 	-2.5 	190.3 	25.5 	2.3 	5.8 	-9.8 	163.2 	1.4 	2.0 	-7.2 	23.3 	0.8 	0.9 	32.6 	4.3 	35.1 	
121.1 	56.3 	50.0 	8.8 	3.5 	-2.9 	193.9 	27.9 	2.4 	6.3 	-9.2 	164.9 	2.2 	2.0 	-8.4 	23.3 	0.8 	0.9 	32.8 	4.7 	34.7 	
121.5 	56.5 	48.1 	9.4 	3.2 	-2.8 	190.2 	30.0 	2.4 	5.1 	-11.1 	158.8 	2.1 	2.2 	-8.8 	23.3 	0.8 	0.9 	32.9 	4.5 	35.5 	
120.4 	52.8 	49.7 	8.6 	3.2 	-2.5 	190.4 	30.9 	2.1 	4.7 	-10.7 	158.2 	2.3 	2.3 	-7.6 	23.2 	0.9 	0.9 	33.0 	4.3 	35.1 	
117.5 	56.4 	49.7 	8.9 	2.9 	-3.0 	195.7 	22.2 	2.0 	5.5 	-9.9 	162.4 	1.7 	1.2 	-8.1 	23.3 	0.9 	1.0 	32.8 	4.8 	35.3 	
120.2 	54.6 	50.8 	9.0 	3.2 	-2.8 	197.5 	27.5 	1.9 	5.6 	-8.8 	161.7 	1.1 	1.1 	-7.7 	23.3 	0.8 	1.0 	32.9 	4.1 	34.9 	
119.6 	56.4 	46.6 	8.8 	3.5 	-2.5 	195.3 	25.5 	1.8 	5.2 	-9.6 	168.3 	1.2 	1.3 	-8.8 	23.3 	0.9 	1.0 	32.9 	4.5 	35.1 	
120.6 	55.1 	49.6 	8.9 	3.5 	-2.8 	192.0 	29.7 	1.8 	4.7 	-9.6 	161.0 	1.7 	0.8 	-8.3 	23.2 	0.7 	0.9 	32.9 	4.5 	34.8 	
120.1 	58.9 	51.2 	8.9 	2.9 	-3.4 	195.0 	28.5 	2.5 	4.9 	-10.1 	162.9 	2.2 	2.1 	-9.4 	23.4 	0.8 	0.9 	32.9 	4.4 	35.0 	
119.3 	55.9 	45.0 	8.7 	3.2 	-3.1 	194.0 	24.8 	2.4 	5.3 	-10.1 	163.0 	2.2 	1.5 	-8.5 	23.3 	0.8 	1.0 	32.6 	4.3 	35.0 	
119.8 	57.0 	49.3 	8.8 	2.7 	-3.2 	197.3 	24.6 	2.2 	6.0 	-8.8 	160.8 	1.6 	2.1 	-8.2 	23.3 	0.8 	0.7 	33.1 	4.4 	35.0 	
121.1 	55.7 	49.4 	8.6 	3.3 	-3.2 	187.2 	27.2 	2.5 	5.3 	-9.4 	164.4 	1.3 	1.7 	-8.6 	23.2 	0.8 	0.8 	33.1 	4.4 	35.2 	
119.5 	55.9 	50.9 	9.0 	3.3 	-2.9 	188.6 	27.5 	2.0 	6.0 	-10.7 	164.5 	1.2 	2.3 	-8.3 	23.3 	0.8 	1.0 	32.7 	4.6 	35.4 	
122.0 	58.2 	51.0 	9.2 	2.9 	-2.9 	191.5 	24.0 	1.8 	5.4 	-10.3 	167.1 	1.9 	1.9 	-9.1 	23.4 	0.8 	1.0 	32.8 	4.5 	35.3 	
120.6 	55.4 	52.1 	8.9 	3.4 	-2.3 	195.4 	28.5 	2.4 	4.6 	-9.8 	163.5 	2.1 	1.2 	-8.4 	23.2 	0.8 	0.8 	32.9 	4.6 	35.1 	
121.7 	58.3 	49.4 	9.4 	3.4 	-3.5 	188.5 	29.9 	2.7 	4.5 	-10.0 	165.6 	1.7 	1.7 	-8.2 	23.3 	0.8 	0.9 	32.9 	4.6 	35.2 	
120.1 	58.2 	50.6 	8.9 	3.1 	-3.5 	196.0 	28.0 	2.3 	4.8 	-9.4 	161.2 	2.9 	1.9 	-8.9 	23.3 	0.8 	0.9 	32.9 	4.8 	35.1 	
119.8 	55.4 	52.2 	8.7 	3.6 	-3.4 	190.1 	24.2 	1.4 	5.5 	-8.1 	163.8 	1.4 	2.4 	-7.9 	23.4 	0.7 	0.7 	32.8 	4.6 	34.9 	
120.9 	57.4 	50.0 	8.8 	3.2 	-3.2 	194.8 	26.0 	2.1 	5.1 	-8.9 	162.6 	1.7 	1.1 	-7.0 	23.3 	0.8 	0.8 	32.8 	4.5 	34.7 	
119.3 	61.4 	51.3 	8.7 	3.1 	-3.1 	192.7 	26.8 	1.7 	4.8 	-10.3 	163.1 	2.0 	2.4 	-8.8 	23.3 	0.8 	0.9 	32.7 	4.3 	34.8 	
123.4 	56.9 	48.3 	9.5 	3.0 	-2.5 	192.2 	25.5 	1.9 	5.3 	-9.7 	167.2 	2.1 	1.8 	-7.8 	23.2 	0.8 	0.9 	32.8 	4.7 	34.9 	
120.3 	57.8 	50.5 	8.8 	3.4 	-3.2 	189.7 	25.6 	2.1 	6.2 	-10.5 	164.0 	2.5 	1.3 	-7.3 	23.3 	0.8 	0.8 	32.7 	4.4 	34.8 	
121.9 	58.1 	50.1 	9.0 	3.7 	-3.2 	186.6 	29.4 	1.5 	5.5 	-9.5 	161.1 	1.4 	2.0 	-8.8 	23.3 	0.7 	0.9 	32.8 	4.5 	35.1 	
118.1 	56.4 	52.2 	9.1 	2.9 	-3.1 	185.0 	26.4 	2.6 	5.7 	-9.8 	163.0 	0.7 	2.1 	-7.9 	23.3 	0.9 	0.9 	32.6 	4.5 	35.2 	
120.5 	56.2 	48.5 	8.9 	3.2 	-2.8 	198.4 	26.9 	2.0 	5.9 	-9.9 	164.1 	2.6 	2.0 	-8.0 	23.3 	0.9 	0.8 	32.8 	4.4 	34.6 	
121.6 	56.4 	50.0 	9.0 	3.1 	-2.8 	191.5 	28.2 	2.9 	5.3 	-9.3 	163.3 	1.8 	0.8 	-7.9 	23.3 	0.8 	0.8 	32.9 	4.6 	35.1 	
123.2 	56.1 	51.5 	9.0 	2.9 	-2.7 	191.0 	23.1 	2.5 	5.6 	-9.5 	164.2 	0.9 	2.2 	-7.4 	23.2 	0.7 	1.0 	32.8 	4.6 	34.8 	
119.0 	56.1 	50.0 	9.0 	3.3 	-3.3 	193.2 	24.3 	2.6 	5.6 	-10.3 	161.8 	1.8 	0.9 	-9.5 	23.3 	0.8 	1.0 	32.9 	4.5 	35.3 	
121.4 	55.6 	48.6 	9.6 	3.2 	-3.2 	189.4 	28.1 	2.1 	5.3 	-9.6 	162.3 	1.1 	1.4 	-7.9 	23.2 	0.8 	0.9 	32.8 	4.5 	35.1 	
120.0 	55.2 	49.5 	9.3 	2.9 	-2.9 	190.4 	27.1 	1.2 	6.0 	-8.9 	166.1 	2.7 	1.4 	-7.9 	23.3 	0.8 	0.8 	32.9 	4.5 	34.7 	
122.4 	57.0 	48.3 	9.0 	2.9 	-2.4 	187.5 	22.6 	2.0 	5.6 	-9.5 	166.4 	1.1 	1.4 	-8.2 	23.3 	0.8 	0.8 	32.9 	4.3 	34.9 	
122.6 	59.6 	48.1 	9.1 	3.8 	-3.2 	191.4 	25.3 	2.3 	6.3 	-10.1 	163.0 	1.4 	1.4 	-8.5 	23.3 	0.8 	1.0 	32.5 	4.5 	35.1 	
120.6 	54.4 	50.0 	9.1 	3.0 	-3.5 	185.6 	26.2 	2.1 	5.9 	-9.7 	161.4 	1.9 	1.3 	-8.4 	23.2 	0.8 	0.9 	32.9 	4.3 	35.7 	
120.4 	58.1 	49.5 	9.0 	3.2 	-2.9 	193.6 	21.6 	0.9 	5.2 	-9.5 	161.5 	1.9 	1.7 	-8.7 	23.3 	0.8 	1.0 	32.5 	4.5 	35.0 	
118.3 	58.1 	52.2 	9.2 	2.7 	-2.3 	185.8 	24.4 	2.0 	5.5 	-9.2 	164.0 	1.5 	1.4 	-7.6 	23.3 	0.8 	0.8 	32.7 	4.6 	35.0 	
119.4 	56.7 	52.1 	9.1 	3.2 	-3.8 	190.7 	27.9 	2.5 	4.7 	-10.3 	162.9 	1.0 	1.1 	-7.9 	23.2 	0.8 	0.9 	32.7 	4.2 	34.8 	
121.0 	59.8 	52.2 	8.7 	3.8 	-2.5 	191.0 	25.2 	1.7 	5.3 	-10.7 	159.9 	2.5 	2.3 	-6.9 	23.3 	0.8 	0.8 	32.7 	4.5 	34.8 	
120.3 	55.5 	47.2 	8.9 	3.8 	-3.6 	189.6 	22.2 	2.1 	5.5 	-9.5 	163.1 	2.1 	0.8 	-8.8 	23.3 	0.9 	0.8 	33.0 	4.5 	35.0 	
123.0 	53.9 	50.2 	8.7 	3.5 	-2.7 	190.3 	25.8 	2.4 	6.5 	-10.3 	162.0 	1.9 	1.5 	-8.4 	23.3 	0.9 	0.9 	33.1 	4.5 	35.2 	
121.7 	57.6 	51.5 	8.7 	3.0 	-2.8 	185.2 	25.5 	1.2 	5.3 	-8.9 	165.7 	2.4 	1.4 	-8.8 	23.4 	0.8 	1.0 	32.5 	4.5 	35.1 	
121.6 	54.1 	50.1 	9.2 	2.6 	-3.1 	192.8 	23.0 	2.5 	6.1 	-10.0 	166.4 	1.2 	2.0 	-8.4 	23.4 	0.8 	1.0 	33.1 	4.2 	34.9 	
121.6 	58.4 	51.0 	9.3 	3.5 	-3.2 	195.3 	26.9 	2.0 	5.9 	-9.0 	163.7 	1.7 	1.8 	-8.0 	23.3 	0.7 	0.9 	32.8 	4.4 	35.0 	
120.7 	55.7 	49.3 	9.2 	3.2 	-2.7 	191.2 	27.2 	2.3 	4.9 	-10.4 	160.1 	0.8 	1.1 	-7.7 	23.3 	0.8 	0.9 	32.9 	4.6 	35.2 	
119.9 	56.7 	51.1 	8.9 	3.3 	-3.3 	195.5 	26.6 	2.0 	5.8 	-10.3 	166.9 	1.4 	1.5 	-7.7 	23.3 	0.8 	0.8 	32.8 	4.3 	35.1 	
118.5 	59.0 	46.2 	8.9 	3.2 	-2.9 	189.0 	21.8 	2.0 	5.2 	-9.6 	163.6 	1.3 	2.1 	-8.3 	23.3 	0.8 	0.9 	32.8 	4.7 	35.1 	
120.6 	57.3 	50.4 	8.9 	2.8 	-3.1 	192.2 	26.0 	2.5 	6.3 	-9.6 	167.9 	1.5 	1.3 	-8.7 	23.4 	0.7 	0.9 	32.8 	4.4 	34.9 	
119.9 	56.7 	48.7 	9.2 	3.6 	-2.6 	192.6 	27.6 	1.9 	5.3 	-10.2 	164.7 	1.2 	1.6 	-8.1 	23.3 	0.8 	0.9 	32.8 	4.3 	34.9 	
121.3 	58.5 	45.3 	9.1 	3.3 	-3.3 	192.2 	21.8 	1.4 	5.4 	-10.2 	159.2 	2.0 	1.4 	-8.4 	23.4 	0.8 	0.8 	32.6 	4.3 	35.1 	
119.3 	56.9 	50.1 	8.9 	2.5 	-3.2 	189.9 	26.2 	2.0 	5.1 	-9.2 	159.4 	1.9 	1.5 	-8.1 	23.4 	0.8 	1.0 	32.7 	4.9 	35.0 	
119.9 	56.2 	53.1 	9.2 	3.0 	-3.0 	193.9 	24.9 	2.0 	5.9 	-9.1 	164.6 	1.5 	1.5 	-8.7 	23.3 	0.8 	0.9 	32.7 	4.5 	35.0 	
121.8 	58.6 	50.2 	9.1 	3.0 	-2.9 	187.9 	25.1 	1.6 	4.9 	-9.2 	166.5 	1.4 	1.9 	-8.7 	23.2 	0.8 	0.9 	33.0 	4.5 	35.1 	
119.5 	52.6 	51.3 	9.0 	2.7 	-2.8 	191.4 	21.9 	2.3 	5.0 	-9.6 	167.4 	1.7 	1.8 	-7.1 	23.3 	0.7 	0.9 	32.8 	4.4 	35.0 	
121.3 	58.9 	50.9 	8.6 	3.2 	-3.1 	185.7 	23.3 	2.6 	5.8 	-9.0 	162.3 	1.9 	2.4 	-8.9 	23.2 	0.8 	0.9 	32.7 	4.7 	34.8 	
120.1 	55.5 	51.2 	8.6 	2.6 	-2.9 	191.5 	30.9 	3.1 	5.6 	-11.2 	164.4 	0.8 	2.4 	-8.5 	23.3 	0.8 	1.0 	33.1 	4.4 	34.6 	
121.0 	54.6 	50.3 	9.1 	3.1 	-3.0 	199.1 	24.6 	2.2 	5.9 	-9.6 	163.2 	1.1 	1.4 	-7.2 	23.3 	0.8 	0.9 	33.0 	4.7 	35.6 	
120.4 	59.2 	50.2 	9.1 	3.1 	-3.1 	191.6 	26.1 	2.6 	5.6 	-9.4 	164.8 	1.2 	1.2 	-8.5 	23.3 	0.8 	0.9 	32.9 	4.6 	34.8 	
120.6 	54.4 	48.4 	9.2 	3.3 	-3.4 	196.9 	25.4 	1.6 	4.9 	-10.1 	161.8 	1.4 	1.4 	-8.0 	23.3 	0.8 	1.1 	33.0 	4.3 	34.8 	
120.7 	56.8 	48.3 	8.8 	3.1 	-3.3 	194.6 	21.2 	2.4 	6.2 	-9.9 	157.3 	1.5 	1.5 	-8.3 	23.2 	0.8 	0.8 	32.6 	4.6 	35.3 	
117.7 	56.2 	49.0 	8.8 	2.9 	-2.8 	192.3 	25.6 	2.3 	5.7 	-10.0 	164.8 	2.7 	2.0 	-7.6 	23.3 	0.8 	0.7 	32.8 	4.4 	34.6 	
118.7 	56.6 	47.8 	9.1 	3.6 	-3.2 	190.7 	28.0 	2.7 	5.2 	-9.8 	165.4 	2.1 	0.8 	-7.9 	23.2 	0.8 	0.8 	32.9 	4.3 	35.2 	
121.5 	57.0 	50.2 	8.8 	3.4 	-3.1 	189.1 	25.1 	1.8 	5.3 	-10.7 	168.7 	1.8 	1.7 	-7.4 	23.3 	0.8 	1.0 	33.1 	4.4 	35.0 	
121.3 	58.2 	50.2 	8.8 	2.8 	-2.9 	194.3 	26.2 	2.2 	5.4 	-11.0 	163.8 	1.6 	1.6 	-8.4 	23.3 	0.8 	0.7 	32.6 	4.4 	34.7 	
121.9 	53.6 	49.8 	9.0 	3.2 	-2.9 	193.8 	21.3 	1.4 	5.5 	-9.5 	161.5 	2.5 	1.8 	-8.5 	23.4 	0.7 	0.7 	32.9 	4.5 	34.7 	
121.4 	55.0 	54.1 	9.3 	3.0 	-2.7 	189.6 	28.8 	2.4 	5.9 	-10.1 	163.5 	1.7 	1.1 	-8.6 	23.4 	0.8 	0.8 	33.0 	4.7 	35.2 	
119.7 	58.7 	48.9 	8.9 	4.0 	-2.8 	187.1 	26.8 	2.0 	4.9 	-10.5 	167.1 	1.9 	1.6 	-9.4 	23.3 	0.9 	0.9 	32.7 	4.5 	35.3 	
120.9 	56.8 	50.9 	9.2 	2.6 	-3.0 	191.5 	22.8 	2.3 	4.4 	-10.2 	163.3 	1.9 	1.9 	-7.1 	23.3 	0.8 	1.0 	32.7 	4.6 	35.1 	
120.5 	55.9 	49.0 	8.8 	3.2 	-3.0 	190.1 	27.6 	2.9 	5.8 	-9.6 	169.9 	1.7 	1.8 	-7.4 	23.3 	0.8 	0.9 	32.7 	4.5 	35.6 	
119.0 	57.9 	49.8 	8.9 	2.6 	-3.0 	193.2 	29.1 	2.2 	5.1 	-9.2 	164.7 	1.4 	1.0 	-8.4 	23.3 	0.8 	0.9 	32.8 	4.6 	34.7 	
121.4 	58.5 	50.4 	9.1 	3.0 	-2.6 	192.5 	23.0 	2.7 	5.8 	-10.7 	166.6 	1.7 	2.1 	-7.8 	23.3 	0.7 	0.8 	33.0 	4.7 	35.2 	
121.0 	57.6 	48.1 	8.8 	3.2 	-3.2 	192.0 	29.0 	2.3 	4.7 	-9.5 	162.6 	1.1 	1.6 	-8.0 	23.3 	0.9 	0.8 	32.8 	4.4 	34.9 	
119.8 	58.0 	50.2 	9.0 	3.2 	-2.7 	190.4 	27.8 	2.3 	5.7 	-9.4 	162.6 	2.2 	1.3 	-7.5 	23.3 	0.8 	1.1 	33.0 	4.3 	34.8 	
121.2 	54.1 	50.1 	9.0 	3.1 	-3.4 	196.5 	22.7 	1.5 	5.6 	-9.9 	161.4 	2.0 	2.2 	-8.2 	23.3 	0.8 	0.9 	32.6 	4.6 	34.3 	
121.9 	56.2 	49.5 	8.8 	2.9 	-3.1 	194.9 	29.6 	2.0 	4.9 	-9.5 	162.2 	1.8 	2.2 	-7.9 	23.3 	0.8 	0.7 	32.6 	4.7 	35.1 	
119.8 	57.1 	49.9 	9.0 	3.1 	-2.6 	188.6 	29.6 	1.9 	4.8 	-9.1 	161.9 	2.2 	1.8 	-8.1 	23.4 	0.7 	0.9 	33.0 	4.4 	35.2 	
121.5 	55.2 	47.4 	9.1 	3.3 	-3.1 	193.0 	29.5 	1.6 	6.0 	-10.0 	164.4 	1.8 	2.4 	-8.2 	23.3 	0.8 	1.1 	33.0 	4.3 	35.0 	
123.3 	53.7 	49.6 	9.2 	2.7 	-3.2 	192.4 	23.2 	1.7 	6.0 	-9.5 	165.7 	1.5 	2.2 	-8.1 	23.3 	0.8 	1.0 	32.6 	4.5 	35.1 	
120.2 	55.7 	48.3 	8.7 	3.6 	-2.9 	192.8 	25.6 	1.6 	6.2 	-9.9 	160.7 	2.1 	1.1 	-7.9 	23.2 	0.8 	1.0 	32.7 	4.6 	35.2 	
121.1 	57.0 	50.0 	9.1 	3.3 	-3.1 	193.3 	24.6 	2.1 	5.8 	-10.5 	169.3 	1.2 	2.0 	-8.1 	23.3 	0.8 	1.0 	32.7 	4.5 	34.5 	
118.2 	56.2 	48.4 	8.7 	2.9 	-2.6 	193.7 	25.5 	2.1 	5.2 	-10.8 	163.8 	1.9 	1.8 	-7.8 	23.2 	0.8 	0.7 	32.9 	4.5 	35.0 	
119.2 	57.6 	50.7 	8.6 	3.2 	-2.8 	198.7 	24.5 	1.5 	5.3 	-10.3 	165.5 	1.0 	2.1 	-8.3 	23.2 	0.8 	1.0 	32.6 	4.5 	34.9 	
118.0 	55.4 	50.7 	9.1 	3.2 	-2.7 	198.0 	27.7 	2.6 	5.4 	-9.5 	163.3 	1.5 	1.6 	-9.3 	23.4 	0.7 	0.8 	32.9 	4.6 	35.2 	
120.5 	53.9 	50.7 	9.3 	2.9 	-2.9 	185.1 	25.6 	2.0 	4.6 	-9.7 	165.2 	1.8 	1.1 	-8.9 	23.3 	0.9 	0.8 	32.9 	4.6 	34.9 	
121.4 	58.0 	48.9 	9.0 	3.2 	-2.5 	195.3 	26.1 	2.1 	5.4 	-10.2 	163.0 	1.5 	1.9 	-8.3 	23.4 	0.8 	0.9 	32.9 	4.4 	35.3 	
121.9 	53.1 	49.7 	9.2 	2.7 	-3.0 	190.8 	24.0 	1.9 	4.9 	-11.2 	162.6 	2.0 	1.7 	-7.5 	23.4 	0.8 	1.0 	32.8 	4.6 	34.8 	
121.0 	55.4 	50.3 	9.3 	3.2 	-2.5 	186.2 	24.5 	2.2 	5.6 	-10.2 	165.2 	1.3 	2.1 	-8.3 	23.3 	0.8 	1.0 	32.7 	4.7 	34.6 	
121.7 	58.8 	47.3 	9.2 	3.0 	-3.0 	185.5 	26.3 	2.2 	4.8 	-10.2 	167.2 	2.0 	1.1 	-7.3 	23.4 	0.8 	1.1 	32.9 	4.3 	35.2 	
120.0 	58.5 	51.5 	8.8 	3.9 	-2.7 	191.7 	26.9 	2.3 	4.5 	-10.7 	164.0 	1.7 	1.0 	-7.4 	23.3 	0.8 	0.8 	32.7 	4.5 	34.7 	
119.8 	57.3 	50.9 	8.9 	3.2 	-3.0 	194.9 	25.5 	2.1 	5.1 	-8.9 	162.1 	1.0 	1.5 	-7.2 	23.3 	0.8 	0.8 	32.7 	4.5 	35.1 	
121.1 	58.8 	45.5 	9.3 	2.9 	-2.8 	190.8 	26.9 	1.9 	6.0 	-11.0 	162.3 	1.6 	1.4 	-8.0 	23.2 	0.9 	0.6 	32.5 	4.5 	34.8 	
123.6 	57.7 	50.1 	9.1 	2.7 	-2.8 	188.8 	27.7 	1.8 	5.6 	-9.6 	167.4 	1.8 	1.2 	-8.6 	23.3 	0.7 	0.9 	32.7 	4.5 	34.9 	
119.9 	57.1 	48.1 	8.7 	3.3 	-2.9 	194.4 	28.8 	1.5 	5.4 	-10.4 	159.1 	0.4 	1.9 	-8.8 	23.3 	0.8 	0.9 	32.8 	4.2 	34.8 	
121.0 	58.5 	47.9 	9.3 	3.5 	-3.1 	187.7 	23.9 	3.0 	5.8 	-9.1 	164.0 	1.7 	1.5 	-8.1 	23.3 	0.8 	0.9 	32.7 	4.5 	35.1 	
120.0 	53.4 	52.2 	8.7 	2.9 	-3.4 	193.8 	26.1 	1.8 	6.3 	-10.5 	166.4 	2.3 	1.2 	-8.2 	23.3 	0.8 	0.8 	32.8 	4.6 	35.2 	
120.3 	56.0 	47.8 	8.7 	2.9 	-3.0 	191.5 	22.9 	2.2 	6.1 	-9.3 	165.0 	1.8 	1.8 	-6.8 	23.3 	0.8 	0.9 	33.1 	4.5 	35.1 	
