C11 	C12 	C13 	C14 	C15 	C16 	C22 	C23 	C24 	C25 	C26 	C33 	C34 	C35 	C36 	C44 	C45 	C46 	C55 	C56 	C66
116.8 	55.3 	41.1 	9.2 	2.9 	-9.6 	197.3 	15.5 	0.3 	3.1 	-2.0 	168.3 	-1.1 	1.9 	-1.1 	24.0 	0.8 	0.4 	35.1 	3.1 	37.4 	
121.3 	51.3 	39.3 	9.2 	2.1 	-10.6 	190.8 	14.5 	0.9 	3.3 	-3.8 	176.8 	-0.4 	3.2 	-0.1 	24.0 	0.8 	0.5 	35.3 	3.5 	37.2 	
120.3 	52.9 	41.0 	9.0 	1.7 	-10.5 	194.4 	15.8 	0.3 	4.2 	-2.5 	170.0 	-0.9 	2.7 	-0.1 	24.0 	0.5 	0.2 	35.9 	3.2 	37.2 	
119.4 	49.8 	36.5 	9.0 	2.6 	-9.2 	194.2 	13.2 	1.2 	2.6 	-3.6 	173.6 	-2.2 	1.8 	-1.6 	23.9 	0.7 	0.3 	35.4 	3.2 	37.6 	
122.1 	55.4 	40.6 	9.2 	3.1 	-11.3 	194.5 	14.2 	1.7 	3.6 	-5.0 	174.6 	-2.1 	3.0 	-0.3 	24.0 	0.7 	0.3 	35.5 	3.2 	37.1 	
120.1 	57.8 	41.8 	9.0 	2.0 	-10.0 	189.8 	12.9 	0.3 	2.8 	-2.4 	169.8 	-0.9 	1.7 	-0.1 	24.0 	0.8 	0.4 	35.4 	3.1 	37.3 	
119.4 	55.2 	41.0 	9.5 	2.3 	-10.7 	190.7 	19.2 	1.0 	3.6 	-4.9 	172.4 	-1.1 	2.7 	0.7 	24.0 	0.6 	0.3 	35.5 	3.3 	37.3 	
119.2 	52.7 	40.8 	9.8 	2.1 	-8.8 	191.1 	15.1 	0.6 	2.0 	-5.1 	177.4 	-1.9 	2.0 	0.4 	24.0 	0.8 	0.5 	35.5 	3.3 	37.3 	
116.9 	53.8 	42.0 	9.2 	2.0 	-10.7 	192.8 	16.9 	0.6 	2.4 	-4.6 	171.0 	0.1 	0.9 	-0.1 	24.0 	0.6 	0.3 	35.8 	3.5 	37.3 	
121.8 	52.9 	40.9 	9.0 	2.1 	-9.5 	193.8 	18.2 	1.1 	2.9 	-2.5 	170.7 	-0.4 	1.0 	-0.1 	24.1 	0.7 	0.3 	35.6 	3.2 	37.5 	
120.1 	55.2 	41.7 	9.1 	0.9 	-10.1 	197.8 	16.7 	0.7 	2.6 	-1.5 	172.0 	-0.6 	2.0 	-1.3 	24.0 	0.8 	0.4 	35.5 	3.2 	37.6 	
121.8 	56.5 	40.3 	9.1 	1.9 	-10.3 	192.1 	15.2 	1.2 	3.4 	-4.6 	172.1 	-0.3 	2.0 	-0.5 	24.0 	0.7 	0.3 	35.3 	2.9 	37.4 	
126.3 	53.5 	40.1 	9.4 	1.8 	-11.8 	194.8 	15.3 	0.5 	4.2 	-4.2 	169.6 	-0.7 	1.9 	0.1 	24.1 	0.6 	0.3 	35.5 	3.0 	37.3 	
122.1 	54.6 	44.2 	9.2 	1.7 	-8.9 	188.7 	16.5 	1.7 	4.0 	-1.3 	171.1 	-0.4 	2.0 	-0.5 	24.1 	0.8 	0.3 	35.5 	3.1 	37.3 	
116.4 	49.9 	39.2 	9.1 	1.7 	-10.2 	195.0 	18.6 	1.1 	2.4 	-4.5 	169.9 	-0.3 	2.6 	-0.3 	24.0 	0.8 	0.2 	35.5 	3.2 	37.1 	
117.1 	56.3 	41.3 	9.8 	2.2 	-9.5 	192.8 	15.4 	0.1 	2.2 	-4.7 	171.9 	-0.9 	4.3 	-0.1 	24.0 	0.8 	0.3 	35.2 	3.4 	37.3 	
120.7 	53.7 	38.3 	9.3 	2.8 	-10.4 	195.2 	16.0 	1.4 	3.3 	-2.9 	172.8 	-1.4 	2.8 	-0.4 	24.0 	0.6 	0.6 	35.4 	3.1 	37.4 	
118.6 	54.6 	40.8 	9.4 	2.9 	-9.2 	193.2 	17.0 	0.7 	3.6 	-4.0 	171.8 	-0.9 	1.8 	0.4 	23.9 	0.7 	0.4 	35.2 	3.3 	37.0 	
121.8 	54.9 	41.8 	8.6 	3.5 	-10.2 	192.5 	12.5 	1.1 	2.4 	-2.7 	173.2 	-1.0 	1.3 	-1.6 	24.1 	0.6 	0.2 	35.3 	2.9 	37.6 	
121.2 	53.4 	37.1 	9.2 	1.6 	-9.7 	193.4 	16.8 	0.3 	3.6 	-3.4 	172.1 	-1.6 	2.2 	-1.1 	24.0 	0.7 	0.3 	35.5 	3.2 	37.5 	
120.8 	52.1 	41.4 	9.0 	1.9 	-10.6 	197.5 	18.1 	0.6 	2.6 	-2.6 	172.5 	-1.2 	2.8 	-0.2 	24.0 	0.8 	0.4 	35.4 	3.2 	37.7 	
118.2 	55.2 	39.4 	9.1 	1.6 	-8.7 	190.7 	16.3 	0.9 	2.1 	-3.9 	172.9 	-0.7 	1.9 	-0.7 	23.9 	0.8 	0.3 	35.5 	3.0 	37.1 	
120.7 	54.5 	40.3 	9.1 	3.0 	-10.0 	189.8 	14.7 	0.7 	1.6 	-2.8 	171.6 	-1.4 	0.6 	-1.9 	23.9 	0.7 	0.2 	35.5 	3.2 	37.2 	
121.9 	55.5 	38.0 	9.4 	2.3 	-9.2 	192.0 	14.6 	1.3 	2.6 	-2.7 	172.3 	-0.6 	2.6 	-1.0 	24.1 	0.5 	0.3 	35.6 	3.1 	37.0 	
121.5 	53.3 	40.1 	8.9 	1.7 	-10.6 	192.9 	16.7 	-0.2 	3.5 	-2.8 	176.3 	-1.4 	3.1 	-0.2 	23.9 	0.7 	0.4 	35.3 	3.4 	37.1 	
119.4 	55.5 	42.8 	9.5 	3.0 	-10.1 	196.9 	16.6 	1.2 	2.3 	-2.5 	170.9 	-1.0 	4.3 	-0.3 	23.9 	0.7 	0.3 	35.7 	3.2 	37.6 	
122.5 	54.4 	42.8 	9.3 	2.5 	-9.8 	193.7 	15.7 	0.9 	3.4 	-3.7 	173.4 	-1.0 	2.3 	-0.6 	24.0 	0.8 	0.3 	35.4 	3.4 	37.4 	
121.7 	55.9 	40.6 	9.8 	2.7 	-9.2 	193.9 	14.4 	1.6 	3.5 	-1.7 	170.5 	-1.0 	2.6 	-1.2 	24.1 	0.8 	0.1 	35.5 	3.2 	37.2 	
119.2 	53.9 	38.8 	9.0 	1.9 	-9.4 	189.9 	16.0 	0.7 	2.5 	-3.1 	171.4 	-1.1 	1.1 	-1.0 	24.0 	0.8 	0.4 	35.4 	3.1 	37.4 	
117.0 	54.4 	41.5 	8.8 	2.2 	-11.7 	188.9 	17.5 	1.0 	3.7 	-3.1 	168.6 	-0.4 	1.9 	-0.2 	24.0 	0.6 	0.4 	35.3 	3.5 	37.3 	
119.5 	53.0 	39.7 	9.1 	2.9 	-10.0 	196.1 	16.3 	1.5 	3.0 	-3.6 	172.0 	-0.1 	2.5 	-0.6 	24.0 	0.8 	0.2 	35.9 	3.2 	37.7 	
118.4 	51.9 	40.3 	9.3 	2.0 	-9.7 	188.3 	14.7 	0.2 	2.0 	-1.0 	176.2 	-0.6 	1.9 	-0.6 	24.0 	0.7 	0.4 	35.3 	3.1 	37.1 	
120.9 	54.3 	43.4 	10.1 	1.9 	-9.4 	192.4 	18.0 	1.3 	4.2 	-2.4 	174.9 	-1.4 	1.9 	-0.4 	24.0 	0.8 	0.4 	35.2 	3.1 	36.9 	
121.0 	54.0 	37.7 	9.4 	2.3 	-10.1 	200.0 	16.8 	0.2 	2.1 	-0.2 	170.0 	-1.1 	2.5 	-1.5 	24.0 	0.9 	0.4 	35.6 	3.2 	36.8 	
117.3 	52.1 	42.8 	9.4 	2.0 	-10.7 	194.3 	13.0 	1.2 	2.9 	-4.6 	171.3 	-0.3 	2.6 	0.9 	24.0 	0.8 	0.4 	35.7 	3.3 	37.4 	
118.7 	53.4 	43.0 	9.5 	2.4 	-10.6 	188.1 	18.9 	0.8 	1.1 	-2.6 	169.9 	-0.8 	2.9 	-1.4 	24.0 	0.7 	0.2 	35.7 	3.3 	37.2 	
121.7 	55.9 	37.1 	9.3 	2.0 	-9.0 	195.3 	14.9 	0.5 	2.8 	-3.4 	171.6 	-1.5 	1.3 	0.1 	24.0 	0.9 	0.3 	35.5 	3.0 	37.0 	
118.9 	51.3 	39.1 	9.0 	2.2 	-10.3 	192.4 	18.1 	1.3 	2.4 	-2.5 	174.2 	-0.7 	1.1 	-0.5 	24.0 	0.8 	0.3 	35.7 	3.3 	37.3 	
122.3 	54.4 	40.6 	9.4 	2.7 	-9.2 	192.0 	15.9 	0.8 	4.1 	-3.5 	171.3 	-1.7 	2.5 	-1.6 	24.0 	0.8 	0.1 	35.3 	3.1 	37.4 	
120.6 	53.7 	39.4 	9.1 	1.8 	-9.2 	194.9 	15.0 	0.6 	5.2 	-2.9 	171.8 	-0.8 	3.7 	-0.5 	24.0 	0.7 	0.4 	35.6 	3.0 	37.2 	
120.3 	54.7 	38.4 	9.3 	2.9 	-10.1 	194.9 	16.8 	0.9 	3.6 	-3.0 	172.8 	-1.0 	3.3 	-2.0 	24.0 	0.6 	0.2 	35.3 	3.3 	37.0 	
122.4 	52.8 	39.8 	8.8 	2.3 	-10.4 	191.8 	18.3 	1.7 	2.8 	-3.5 	175.8 	-1.0 	3.1 	-0.9 	24.0 	0.7 	0.3 	35.7 	3.6 	37.2 	
121.7 	57.6 	44.9 	9.0 	2.6 	-10.5 	189.8 	14.1 	-0.2 	2.6 	-2.1 	173.4 	-1.7 	2.0 	0.2 	23.9 	0.8 	0.3 	35.4 	3.5 	37.3 	
120.2 	54.4 	41.7 	9.2 	1.8 	-10.0 	190.8 	16.1 	1.1 	6.1 	-2.2 	169.8 	-0.6 	2.1 	0.1 	24.0 	0.7 	0.3 	35.3 	3.1 	37.4 	
121.7 	56.6 	43.2 	9.4 	3.3 	-11.6 	192.8 	12.8 	0.2 	3.9 	-2.9 	172.3 	-1.5 	2.0 	-1.3 	24.0 	0.8 	0.3 	35.8 	3.2 	37.4 	
117.5 	57.1 	41.4 	9.0 	1.8 	-9.6 	194.5 	12.1 	1.2 	2.6 	-1.6 	177.7 	-0.9 	2.9 	0.6 	24.0 	0.6 	0.2 	35.6 	3.2 	37.3 	
118.8 	53.4 	38.2 	9.0 	1.9 	-10.7 	194.1 	17.3 	0.8 	3.7 	-2.2 	172.3 	-0.8 	2.5 	-0.4 	23.9 	0.8 	0.2 	35.5 	3.0 	37.1 	
119.6 	53.9 	39.1 	9.2 	1.8 	-10.5 	192.8 	15.6 	1.6 	2.7 	-2.5 	171.4 	-0.9 	2.6 	0.1 	24.0 	0.8 	0.4 	35.2 	3.1 	37.1 	
121.4 	53.7 	43.3 	9.8 	1.5 	-9.7 	194.1 	17.6 	1.1 	1.5 	-1.6 	174.5 	-0.6 	2.4 	0.2 	24.1 	0.6 	0.4 	35.7 	3.2 	37.0 	
120.0 	56.5 	40.2 	9.3 	1.9 	-8.5 	191.8 	11.9 	1.7 	4.4 	-3.2 	164.8 	-0.7 	2.6 	0.2 	24.1 	0.6 	0.3 	35.4 	3.3 	36.8 	
120.8 	56.0 	41.3 	8.9 	2.2 	-10.4 	194.5 	16.5 	0.5 	3.9 	-2.5 	170.3 	-0.4 	2.2 	0.7 	23.9 	0.8 	0.2 	35.6 	3.1 	37.6 	
122.2 	57.9 	39.6 	9.3 	2.0 	-9.6 	194.2 	16.4 	0.7 	2.6 	-3.6 	169.2 	-0.7 	1.8 	-1.2 	23.9 	0.6 	0.2 	35.6 	3.0 	37.0 	
117.2 	56.9 	41.8 	9.3 	2.5 	-9.8 	190.2 	15.3 	0.5 	4.7 	-2.5 	170.1 	-0.6 	3.0 	-1.3 	23.9 	0.7 	0.4 	35.7 	3.0 	37.3 	
118.2 	53.5 	40.6 	9.1 	1.6 	-11.4 	196.4 	14.2 	0.4 	3.2 	-2.7 	173.7 	-0.5 	2.9 	0.4 	24.1 	0.6 	0.3 	35.3 	3.2 	37.4 	
121.9 	56.1 	41.4 	9.2 	3.0 	-10.3 	193.2 	18.5 	0.9 	2.6 	-2.8 	164.7 	-0.8 	3.0 	-0.6 	24.0 	0.7 	0.3 	35.5 	3.3 	37.3 	
120.6 	57.3 	42.1 	9.2 	2.3 	-9.7 	192.9 	17.4 	1.0 	3.6 	-2.6 	176.1 	-0.9 	0.8 	-1.3 	24.0 	0.7 	0.3 	35.1 	3.2 	36.8 	
118.3 	59.6 	37.7 	10.0 	2.9 	-10.9 	194.8 	19.0 	1.4 	3.1 	-3.9 	168.7 	-0.1 	2.5 	-1.2 	24.1 	0.7 	0.3 	35.7 	3.3 	37.1 	
121.7 	53.5 	39.3 	9.3 	2.0 	-9.1 	194.1 	17.7 	0.8 	3.4 	-3.6 	165.7 	-0.0 	3.5 	-0.8 	23.9 	0.7 	0.2 	35.6 	3.1 	37.1 	
124.2 	54.9 	39.0 	8.9 	2.7 	-10.3 	194.1 	19.0 	0.8 	1.2 	-0.9 	169.2 	-0.1 	1.8 	0.2 	23.9 	0.8 	0.3 	35.5 	3.1 	37.1 	
119.5 	57.7 	44.0 	9.3 	1.8 	-9.2 	190.5 	14.6 	1.5 	0.7 	-2.8 	174.7 	-0.9 	2.1 	-0.8 	23.9 	0.6 	0.4 	35.2 	3.2 	37.3 	
122.1 	54.1 	41.3 	9.5 	2.0 	-10.6 	193.8 	13.6 	1.2 	3.1 	-3.0 	170.6 	-1.3 	0.9 	0.0 	24.0 	0.7 	0.3 	35.7 	3.2 	37.5 	
123.3 	57.8 	43.2 	9.4 	2.0 	-10.3 	194.2 	15.8 	1.2 	3.0 	-3.6 	175.0 	-0.2 	2.9 	0.4 	24.0 	0.7 	0.1 	35.3 	3.3 	37.4 	
120.7 	55.0 	40.8 	9.9 	1.7 	-10.9 	194.5 	15.1 	1.0 	2.0 	-3.7 	173.1 	-0.9 	1.9 	-0.3 	24.0 	0.6 	0.4 	35.7 	2.9 	37.0 	
121.7 	56.3 	42.3 	9.1 	1.8 	-10.3 	193.4 	14.8 	1.6 	2.7 	-2.8 	175.5 	-1.2 	2.7 	-0.3 	23.9 	0.6 	0.2 	35.6 	3.3 	37.3 	
123.0 	55.0 	42.7 	8.9 	2.7 	-9.7 	197.3 	13.3 	0.9 	1.9 	-1.0 	171.3 	-1.1 	2.7 	0.3 	24.0 	0.8 	0.4 	35.4 	2.9 	37.2 	
119.1 	54.8 	40.4 	9.1 	2.6 	-8.5 	192.2 	14.7 	1.2 	3.4 	-4.0 	172.3 	-0.4 	3.2 	-0.1 	24.0 	0.7 	0.3 	35.5 	3.1 	37.1 	
123.0 	52.5 	39.1 	9.0 	2.0 	-9.4 	197.6 	13.3 	0.4 	2.4 	-2.6 	172.7 	-0.4 	2.6 	0.3 	24.1 	0.7 	0.3 	35.5 	3.2 	37.4 	
122.6 	56.7 	39.0 	9.5 	2.1 	-9.8 	195.6 	18.5 	0.8 	3.1 	-2.6 	172.5 	-1.3 	1.8 	-0.8 	24.0 	0.4 	0.4 	35.6 	3.1 	37.6 	
122.9 	52.1 	43.8 	9.6 	1.6 	-9.8 	194.5 	14.8 	0.5 	3.1 	-3.7 	172.6 	-0.8 	1.3 	0.3 	24.0 	0.8 	0.3 	35.5 	3.4 	37.1 	
119.8 	51.6 	40.5 	9.1 	2.9 	-10.8 	196.0 	16.4 	0.5 	3.8 	-2.3 	167.0 	-1.7 	1.3 	0.3 	24.1 	0.6 	0.2 	35.5 	3.2 	37.3 	
120.0 	57.0 	40.0 	9.4 	2.0 	-11.3 	197.6 	14.2 	2.0 	3.6 	-4.2 	173.6 	-1.7 	0.7 	-0.4 	24.0 	0.9 	0.3 	35.4 	3.0 	37.4 	
122.1 	55.6 	37.1 	9.4 	2.4 	-10.4 	191.2 	12.0 	1.5 	3.9 	-2.5 	175.5 	-1.3 	2.6 	0.4 	24.0 	0.8 	0.3 	35.4 	3.1 	37.4 	
119.9 	52.1 	37.4 	8.7 	2.8 	-10.3 	192.9 	19.8 	0.9 	3.1 	-4.2 	170.2 	-1.3 	3.2 	0.3 	24.0 	0.6 	0.3 	35.6 	3.1 	37.5 	
121.3 	53.6 	39.5 	9.4 	1.9 	-10.3 	193.5 	19.2 	0.2 	1.9 	-1.0 	175.8 	-1.1 	1.5 	-0.2 	24.1 	0.6 	0.2 	35.7 	3.3 	37.3 	
123.5 	52.1 	42.6 	9.3 	2.0 	-10.1 	194.2 	19.0 	1.4 	2.6 	-4.5 	172.3 	-0.2 	2.9 	0.2 	24.0 	0.7 	0.3 	35.4 	3.3 	37.4 	
118.6 	56.7 	41.6 	9.1 	2.8 	-10.0 	191.2 	17.0 	0.5 	2.0 	-1.5 	169.6 	-0.9 	1.8 	-0.1 	24.0 	0.7 	0.2 	35.2 	3.2 	37.3 	
117.1 	56.0 	40.4 	9.2 	2.5 	-9.3 	191.8 	17.0 	0.5 	2.4 	-3.2 	168.5 	-1.3 	2.8 	-0.0 	23.9 	0.8 	0.3 	35.5 	3.4 	37.7 	
117.8 	52.5 	42.7 	8.8 	2.3 	-9.8 	192.6 	20.2 	0.6 	3.1 	-2.3 	169.6 	-0.8 	3.2 	-0.4 	24.0 	0.7 	0.3 	35.6 	3.2 	37.0 	
120.1 	55.1 	42.4 	9.0 	1.9 	-10.3 	192.6 	15.1 	1.3 	2.3 	-4.9 	176.7 	-0.4 	2.6 	-1.2 	24.1 	0.9 	0.4 	35.5 	3.4 	37.2 	
118.3 	54.3 	41.4 	9.3 	1.4 	-10.6 	196.1 	15.6 	0.4 	3.0 	-3.2 	171.7 	-0.0 	2.9 	0.2 	24.0 	0.8 	0.3 	35.5 	3.2 	37.3 	
122.6 	56.3 	40.8 	9.0 	2.5 	-10.6 	193.4 	19.1 	0.8 	3.7 	-2.6 	174.8 	-1.0 	1.4 	0.6 	23.9 	0.6 	0.2 	35.6 	3.3 	37.3 	
120.5 	53.7 	40.8 	9.6 	3.6 	-10.6 	192.9 	12.9 	1.2 	2.6 	-3.8 	174.4 	-1.1 	2.1 	-0.1 	24.1 	0.7 	0.3 	35.6 	3.1 	37.5 	
122.1 	56.7 	39.2 	9.2 	2.0 	-10.1 	193.4 	15.8 	1.5 	3.0 	-2.5 	170.8 	-1.4 	2.7 	-1.5 	24.0 	0.7 	0.3 	35.7 	3.1 	37.0 	
117.8 	53.6 	41.8 	8.8 	2.3 	-8.7 	192.4 	18.0 	1.0 	3.4 	-3.1 	174.4 	-2.0 	0.7 	-0.7 	24.0 	0.8 	0.4 	35.5 	3.2 	37.3 	
124.0 	51.7 	41.0 	9.2 	1.9 	-9.6 	191.9 	16.9 	0.5 	2.6 	-3.2 	176.2 	-0.4 	2.2 	-0.9 	24.0 	0.7 	0.4 	35.4 	3.4 	37.1 	
121.3 	52.0 	41.9 	8.9 	2.0 	-11.7 	190.3 	14.5 	0.9 	2.8 	-3.2 	177.0 	0.0 	1.4 	0.5 	24.0 	0.5 	0.2 	35.7 	3.2 	37.2 	
120.6 	55.3 	39.4 	9.3 	2.6 	-9.2 	192.8 	19.4 	0.8 	2.8 	-2.0 	174.1 	-0.5 	3.0 	-0.5 	24.0 	0.6 	0.2 	35.2 	3.2 	37.5 	
121.8 	52.8 	42.0 	9.1 	2.3 	-8.3 	199.4 	19.8 	1.7 	2.4 	-1.3 	171.7 	-0.7 	2.5 	-0.0 	24.0 	0.8 	0.2 	35.5 	3.2 	37.6 	
118.9 	54.9 	39.9 	9.4 	2.3 	-9.0 	195.9 	20.6 	1.1 	2.4 	-3.8 	168.0 	-1.1 	3.4 	-0.2 	24.0 	0.9 	0.3 	35.4 	3.1 	37.3 	
120.5 	55.8 	40.9 	9.2 	2.1 	-10.2 	191.4 	16.7 	1.0 	2.9 	-3.6 	174.7 	-0.8 	1.4 	-0.4 	24.0 	0.8 	0.3 	35.2 	3.4 	37.3 	
121.0 	55.7 	41.9 	8.7 	2.7 	-9.4 	193.8 	17.9 	1.3 	3.2 	-3.6 	171.9 	-1.0 	3.1 	-0.1 	24.0 	0.7 	0.2 	35.4 	3.0 	37.4 	
120.0 	56.1 	43.7 	8.9 	2.8 	-9.9 	189.5 	14.6 	1.6 	3.1 	-1.9 	174.1 	0.3 	1.9 	-1.5 	24.1 	0.7 	0.4 	35.2 	3.2 	37.3 	
124.8 	54.5 	39.6 	8.7 	2.2 	-9.7 	195.7 	17.6 	0.7 	2.8 	-3.3 	174.3 	-0.6 	2.7 	-0.9 	24.0 	0.6 	0.4 	35.3 	3.1 	37.6 	
119.3 	56.4 	39.2 	9.0 	1.9 	-10.6 	190.9 	15.7 	0.9 	3.8 	-3.8 	173.8 	-0.8 	2.9 	-0.1 	23.9 	0.8 	0.4 	35.6 	3.2 	37.2 	
119.7 	55.6 	41.9 	9.6 	2.3 	-10.0 	192.0 	16.7 	0.9 	0.5 	-3.2 	170.2 	-0.4 	2.6 	-1.0 	24.0 	0.8 	0.2 	35.3 	3.0 	37.2 	
117.5 	57.0 	39.4 	8.6 	2.8 	-9.9 	189.4 	12.1 	0.5 	3.5 	-2.8 	174.5 	-0.9 	3.3 	0.2 	24.0 	0.6 	0.3 	35.5 	3.1 	37.1 	
121.4 	56.5 	40.9 	9.4 	2.1 	-9.9 	196.8 	15.8 	1.3 	3.0 	-2.4 	177.4 	-1.0 	2.4 	0.3 	24.0 	0.7 	0.2 	35.2 	3.2 	37.5 	
117.0 	57.7 	40.9 	9.4 	2.6 	-10.0 	194.7 	18.6 	0.7 	4.3 	-4.4 	171.4 	-0.6 	1.8 	-0.7 	23.9 	0.7 	0.4 	35.5 	3.3 	37.2 	
121.4 	53.7 	40.8 	9.2 	1.7 	-10.8 	193.7 	15.9 	0.4 	4.9 	-4.1 	168.4 	-0.3 	1.9 	-0.4 	24.0 	0.7 	0.4 	35.3 	3.2 	37.2 	
120.2 	57.1 	42.5 	9.1 	1.9 	-9.8 	193.8 	14.3 	0.7 	3.3 	-3.2 	174.1 	-0.9 	2.3 	0.3 	23.9 	0.6 	0.3 	35.5 	3.1 	37.6 	
116.7 	52.5 	41.7 	9.4 	2.0 	-9.8 	195.1 	17.7 	0.5 	3.7 	-3.9 	175.1 	-0.2 	1.8 	0.2 	24.0 	0.7 	0.3 	35.4 	3.3 	37.3 	
121.8 	56.3 	40.8 	8.7 	1.8 	-10.4 	196.3 	15.6 	1.6 	4.9 	-3.6 	172.0 	-0.7 	1.7 	-0.6 	24.1 	0.9 	0.3 	35.7 	3.1 	37.6 	
119.8 	54.0 	40.2 	9.5 	2.4 	-9.9 	194.1 	14.6 	0.5 	2.8 	-3.5 	168.6 	-0.4 	3.4 	-0.4 	24.0 	0.7 	0.4 	35.3 	3.3 	37.2 	
115.6 	53.5 	39.5 	9.2 	3.1 	-9.5 	194.7 	15.3 	0.7 	3.5 	-2.6 	173.0 	-1.3 	1.1 	-1.0 	24.0 	0.7 	0.5 	35.4 	3.0 	37.2 	
117.3 	55.4 	39.2 	9.2 	2.5 	-10.8 	195.0 	18.1 	0.9 	3.3 	-2.6 	166.0 	-1.2 	2.4 	-0.6 	23.9 	0.7 	0.3 	35.3 	3.2 	37.5 	
118.5 	57.4 	42.6 	8.9 	2.0 	-10.6 	191.7 	18.5 	0.1 	3.1 	-5.4 	171.8 	-1.2 	1.8 	-1.6 	24.1 	0.9 	0.2 	35.4 	2.8 	37.7 	
120.1 	56.8 	39.8 	9.4 	1.0 	-9.9 	196.8 	17.0 	0.2 	1.4 	-2.3 	167.5 	-0.8 	2.1 	-1.0 	24.0 	0.5 	0.3 	35.7 	3.2 	37.6 	
126.9 	53.9 	40.3 	9.4 	2.5 	-10.8 	190.5 	17.9 	1.3 	4.3 	-2.2 	168.3 	-0.3 	1.6 	-0.4 	24.1 	0.7 	0.4 	35.4 	3.4 	36.8 	
116.2 	53.8 	43.9 	9.2 	2.4 	-10.2 	195.3 	14.9 	0.8 	3.2 	-2.5 	167.9 	-0.3 	0.6 	0.8 	24.0 	0.7 	0.3 	35.5 	3.3 	37.3 	
121.5 	56.0 	37.9 	9.2 	2.2 	-10.2 	194.4 	15.4 	0.6 	3.8 	-2.3 	172.1 	-0.3 	1.5 	-0.1 	23.9 	0.7 	0.4 	35.4 	3.2 	37.5 	
121.4 	51.7 	39.4 	9.7 	1.5 	-9.8 	194.4 	13.4 	1.5 	3.6 	-2.5 	173.8 	-0.9 	2.6 	-0.2 	24.1 	0.8 	0.1 	35.4 	3.4 	37.2 	
